Manufacturer,Permit Number,DATE,VIN NUMBER,"VEHICLE IS CAPABLE OF OPERATING WITHOUT A DRIVER
(Yes or No)","DRIVER PRESENT
(Yes or No)","DISENGAGEMENT INITIATED BY
(AV System, Test Driver, Remote Operator, or Passenger)","DISENGAGEMENT
LOCATION
(Interstate, Freeway, Highway, Rural Road, Street, or Parking Facility)",DESCRIPTION OF FACTS CAUSING DISENGAGEMENT,incident_day_of_week,incident_month
AIMOTIVE INC.,AVT036,2021-12-08 00:00:00,4T1B21HK6KU514747,No,Yes,Test Driver,Freeway,"The test vehicle's software recommended an incorrect lane to move into during an upcoming exit on the freeway. 
Conditions: Non-inclement weather, dry roads, no other factors involved",Wednesday,December
APOLLO AUTONOMOUS DRIVING USA LLC,AVT015,2021-06-15 00:00:00,3LN6L5LU2HR615153,Yes,Yes,Test Driver,Street,Ego drifting towards curb due to degrading localization,Tuesday,June
APPLE INC.,AVT030,2020-12-02 00:00:00,2T2BGMCAXGC006416,No,Yes,Test Driver,Street,Map discrepancy led to undesirable motion plan,Wednesday,December
APPLE INC.,AVT030,2020-12-07 00:00:00,2T2BGMCA0HC019967,No,Yes,AV System,Street,Motion control health check caused software kickout,Monday,December
APPLE INC.,AVT030,2020-12-15 00:00:00,2T2BGMCAXGC006416,No,Yes,AV System,Street,Motion control health check caused software kickout,Tuesday,December
APPLE INC.,AVT030,2020-12-15 00:00:00,2T2BGMCAXGC006416,No,Yes,AV System,Street,Motion control health check caused software kickout,Tuesday,December
APPLE INC.,AVT030,2020-12-15 00:00:00,2T2BGMCA5HC019818,No,Yes,Test Driver,Street,Map discrepancy led to undesirable motion plan,Tuesday,December
APPLE INC.,AVT030,2020-12-21 00:00:00,2T2BGMCAXGC006416,No,Yes,AV System,Street,Motion control health check caused software kickout,Monday,December
APPLE INC.,AVT030,2020-12-22 00:00:00,2T2BGMCAXGC006416,No,Yes,Test Driver,Street,Incorrect perception of traffic signal led to undesirable motion plan,Tuesday,December
APPLE INC.,AVT030,2021-01-07 00:00:00,2T2BGMCA0HC019967,No,Yes,Test Driver,Street,Incorrect prediction of vehicle caused undesirable motion plan,Thursday,January
APPLE INC.,AVT030,2021-01-08 00:00:00,2T2BGMCA6GC007983,No,Yes,AV System,Street,Motion control health check caused software kickout,Friday,January
APPLE INC.,AVT030,2021-01-08 00:00:00,2T2BGMCA6GC007983,No,Yes,AV System,Street,Motion control health check caused software kickout,Friday,January
APPLE INC.,AVT030,2021-02-19 00:00:00,2T2BGMCA7HC017262,No,Yes,Test Driver,Street,Map discrepancy led to undesirable motion plan,Friday,February
APPLE INC.,AVT030,2021-02-19 00:00:00,2T2BGMCA2HC020151,No,Yes,Test Driver,Street,Motion planning unable to produce valid trajectory,Friday,February
APPLE INC.,AVT030,2021-02-19 00:00:00,2T2BGMCA0HC019967,No,Yes,Test Driver,Street,Incorrect perception of traffic signal led to undesirable motion plan,Friday,February
APPLE INC.,AVT030,2021-02-22 00:00:00,2T2BGMCA0HC019967,No,Yes,Test Driver,Street,Incorrect perception of traffic signal led to undesirable motion plan,Monday,February
APPLE INC.,AVT030,2021-02-23 00:00:00,2T2BGMCA0HC019967,No,Yes,Test Driver,Highway,Map discrepancy led to undesirable motion plan,Tuesday,February
APPLE INC.,AVT030,2021-02-23 00:00:00,2T2BGMCA2HC020151,No,Yes,AV System,Street,Motion control health check caused software kickout,Tuesday,February
APPLE INC.,AVT030,2021-02-24 00:00:00,2T2BGMCA0HC019967,No,Yes,AV System,Street,Incorrect prediction led to undesirable motion plan,Wednesday,February
APPLE INC.,AVT030,2021-02-24 00:00:00,2T2BGMCA7HC017262,No,Yes,Test Driver,Street,Motion planning unable to produce valid trajectory,Wednesday,February
APPLE INC.,AVT030,2021-02-24 00:00:00,2T2BGMCAXHC018082,No,Yes,Test Driver,Street,Incorrect prediction led to undesirable motion plan,Wednesday,February
APPLE INC.,AVT030,2021-02-24 00:00:00,2T2BGMCAXHC018082,No,Yes,Test Driver,Street,Motion planning unable to produce valid trajectory,Wednesday,February
APPLE INC.,AVT030,2021-02-24 00:00:00,2T2BGMCAXHC018082,No,Yes,Test Driver,Street,Incorrect prediction led to undesirable motion plan,Wednesday,February
APPLE INC.,AVT030,2021-02-24 00:00:00,2T2BGMCAXHC018082,No,Yes,Test Driver,Street,Undesirable motion plan did not adequately follow driving etiquette,Wednesday,February
APPLE INC.,AVT030,2021-02-24 00:00:00,2T2BGMCAXHC018082,No,Yes,Test Driver,Street,Undesirable motion plan resulted in incorrect vehicle position on roadway,Wednesday,February
APPLE INC.,AVT030,2021-02-24 00:00:00,2T2BGMCA7HC017262,No,Yes,Test Driver,Highway,Map discrepancy led to undesirable motion plan,Wednesday,February
APPLE INC.,AVT030,2021-02-25 00:00:00,2T2BGMCA0HC019967,No,Yes,Test Driver,Street,Incorrect perception of traffic signal led to undesirable motion plan,Thursday,February
APPLE INC.,AVT030,2021-02-25 00:00:00,2T2BGMCA0HC019967,No,Yes,Test Driver,Street,Incorrect prediction of vehicle caused undesirable motion plan,Thursday,February
APPLE INC.,AVT030,2021-03-01 00:00:00,2T2BGMCA7HC017262,No,Yes,AV System,Street,Motion control health check caused software kickout,Monday,March
APPLE INC.,AVT030,2021-03-01 00:00:00,2T2BGMCAXHC018082,No,Yes,Test Driver,Street,Incorrect perception of traffic signal led to undesirable motion plan,Monday,March
APPLE INC.,AVT030,2021-03-01 00:00:00,2T2BGMCA7HC017262,No,Yes,Test Driver,Street,Incorrect prediction of vehicle caused undesirable motion plan,Monday,March
APPLE INC.,AVT030,2021-03-05 00:00:00,2T2BGMCA2HC020151,No,Yes,Test Driver,Street,Incorrect prediction led to undesirable motion plan,Friday,March
APPLE INC.,AVT030,2021-03-08 00:00:00,2T2BGMCA2HC020151,No,Yes,AV System,Street,Motion control health check caused software kickout,Monday,March
APPLE INC.,AVT030,2021-03-09 00:00:00,2T2BGMCA0HC019967,No,Yes,Test Driver,Highway,Map discrepancy led to undesirable motion plan,Tuesday,March
APPLE INC.,AVT030,2021-03-15 00:00:00,2T2BGMCA5HC019737,No,Yes,AV System,Street,Motion control health check caused software kickout,Monday,March
APPLE INC.,AVT030,2021-03-15 00:00:00,2T2BGMCA5HC019737,No,Yes,AV System,Street,Motion control health check caused software kickout,Monday,March
APPLE INC.,AVT030,2021-03-17 00:00:00,2T2BGMCA2HC020151,No,Yes,AV System,Street,Motion control health check caused software kickout,Wednesday,March
APPLE INC.,AVT030,2021-03-19 00:00:00,2T2BGMCA0HC019967,No,Yes,AV System,Street,Motion control health check caused software kickout,Friday,March
APPLE INC.,AVT030,2021-03-22 00:00:00,2T2BGMCA8GC008424,No,Yes,AV System,Highway,Hardware diagnostic detected hardware health issue,Monday,March
APPLE INC.,AVT030,2021-03-23 00:00:00,2T2BGMCA7HC017262,No,Yes,Test Driver,Street,Map discrepancy led to undesirable motion plan,Tuesday,March
APPLE INC.,AVT030,2021-03-23 00:00:00,2T2BGMCA7HC017262,No,Yes,Test Driver,Street,Incorrect prediction of parked vehicle caused undesirable motion plan,Tuesday,March
APPLE INC.,AVT030,2021-03-23 00:00:00,2T2BGMCA2HC020151,No,Yes,Test Driver,Street,Map discrepancy led to undesirable motion plan,Tuesday,March
APPLE INC.,AVT030,2021-03-24 00:00:00,2T2BGMCA7HC017262,No,Yes,Test Driver,Street,Incorrect prediction of vehicle caused undesirable motion plan,Wednesday,March
APPLE INC.,AVT030,2021-03-26 00:00:00,2T2BGMCA6GC007983,No,Yes,AV System,Street,Hardware diagnostic detected hardware health issue,Friday,March
APPLE INC.,AVT030,2021-03-26 00:00:00,2T2BGMCA3GC007861,No,Yes,AV System,Street,Hardware diagnostic detected hardware health issue,Friday,March
APPLE INC.,AVT030,2021-03-26 00:00:00,2T2BGMCA6GC007983,No,Yes,AV System,Street,Hardware diagnostic detected hardware health issue,Friday,March
APPLE INC.,AVT030,2021-03-29 00:00:00,2T2BGMCA6GC007983,No,Yes,AV System,Street,Hardware diagnostic detected hardware health issue,Monday,March
APPLE INC.,AVT030,2021-03-29 00:00:00,2T2BGMCA6GC007983,No,Yes,AV System,Street,Hardware diagnostic detected hardware health issue,Monday,March
APPLE INC.,AVT030,2021-03-29 00:00:00,2T2BGMCA6GC007983,No,Yes,AV System,Street,Hardware diagnostic detected hardware health issue,Monday,March
APPLE INC.,AVT030,2021-03-29 00:00:00,2T2BGMCA6GC007983,No,Yes,AV System,Street,Hardware diagnostic detected hardware health issue,Monday,March
APPLE INC.,AVT030,2021-03-29 00:00:00,2T2BGMCA6GC007983,No,Yes,AV System,Street,Hardware diagnostic detected hardware health issue,Monday,March
APPLE INC.,AVT030,2021-03-29 00:00:00,2T2BGMCA6GC007983,No,Yes,AV System,Street,Hardware diagnostic detected hardware health issue,Monday,March
APPLE INC.,AVT030,2021-03-29 00:00:00,2T2BGMCA6GC007983,No,Yes,AV System,Street,Hardware diagnostic detected hardware health issue,Monday,March
APPLE INC.,AVT030,2021-03-29 00:00:00,2T2BGMCA6GC007983,No,Yes,AV System,Street,Hardware diagnostic detected hardware health issue,Monday,March
APPLE INC.,AVT030,2021-03-29 00:00:00,2T2BGMCA6GC007983,No,Yes,AV System,Street,Hardware diagnostic detected hardware health issue,Monday,March
APPLE INC.,AVT030,2021-03-29 00:00:00,2T2BGMCA6GC007983,No,Yes,AV System,Street,Hardware diagnostic detected hardware health issue,Monday,March
APPLE INC.,AVT030,2021-03-29 00:00:00,2T2BGMCA6GC007983,No,Yes,AV System,Street,Hardware diagnostic detected hardware health issue,Monday,March
APPLE INC.,AVT030,2021-03-29 00:00:00,2T2BGMCA6GC007983,No,Yes,AV System,Street,Hardware diagnostic detected hardware health issue,Monday,March
APPLE INC.,AVT030,2021-03-29 00:00:00,2T2BGMCA6GC007983,No,Yes,AV System,Street,Hardware diagnostic detected hardware health issue,Monday,March
APPLE INC.,AVT030,2021-04-05 00:00:00,2T2BGMCA2HC020151,No,Yes,Test Driver,Street,Incorrect perception led to undesirable motion plan,Monday,April
APPLE INC.,AVT030,2021-04-12 00:00:00,2T2BGMCA2HC019338,No,Yes,Test Driver,Street,Motion planning unable to produce valid trajectory,Monday,April
APPLE INC.,AVT030,2021-04-19 00:00:00,2T2BGMCA2HC020151,No,Yes,Test Driver,Street,Incorrect perception of traffic signal led to undesirable motion plan,Monday,April
APPLE INC.,AVT030,2021-04-20 00:00:00,2T2BGMCA2HC020151,No,Yes,AV System,Street,Hardware diagnostic detected hardware health issue,Tuesday,April
APPLE INC.,AVT030,2021-04-22 00:00:00,2T2BGMCA2HC020151,No,Yes,AV System,Street,Hardware diagnostic detected hardware health issue,Thursday,April
APPLE INC.,AVT030,2021-04-29 00:00:00,2T2BGMCA2HC020151,No,Yes,AV System,Street,Hardware diagnostic detected hardware health issue,Thursday,April
APPLE INC.,AVT030,2021-04-29 00:00:00,2T2BGMCA2HC020151,No,Yes,Test Driver,Street,Safety driver discomfort due to selected motion plan,Thursday,April
APPLE INC.,AVT030,2021-05-07 00:00:00,2T2BGMCA2HC012521,No,Yes,Test Driver,Street,Incorrect perception of traffic signal led to undesirable motion plan,Friday,May
APPLE INC.,AVT030,2021-05-11 00:00:00,2T2BGMCA2HC012521,No,Yes,Test Driver,Street,Incorrect perception led to undesirable motion plan,Tuesday,May
APPLE INC.,AVT030,2021-05-12 00:00:00,2T2BGMCA2HC020151,No,Yes,AV System,Street,Hardware diagnostic detected hardware health issue,Wednesday,May
APPLE INC.,AVT030,2021-05-12 00:00:00,2T2BGMCA2HC012521,No,Yes,Test Driver,Street,Incorrect perception of traffic signal led to undesirable motion plan,Wednesday,May
APPLE INC.,AVT030,2021-05-13 00:00:00,2T2BGMCA2HC012521,No,Yes,Test Driver,Street,Undesirable motion plan resulted in incorrect vehicle position on roadway,Thursday,May
APPLE INC.,AVT030,2021-05-13 00:00:00,2T2BGMCA2HC020151,No,Yes,Test Driver,Street,Hardware diagnostic caused software kickout,Thursday,May
APPLE INC.,AVT030,2021-05-17 00:00:00,2T2BGMCA2HC020151,No,Yes,AV System,Street,Hardware diagnostic caused software kickout,Monday,May
APPLE INC.,AVT030,2021-05-20 00:00:00,2T2BGMCA1HC014096,No,Yes,AV System,Street,Hardware diagnostic caused software kickout,Thursday,May
APPLE INC.,AVT030,2021-05-27 00:00:00,2T2BGMCAXHC020026,No,Yes,AV System,Street,Hardware diagnostic caused software kickout,Thursday,May
APPLE INC.,AVT030,2021-05-27 00:00:00,2T2BGMCA2HC012521,No,Yes,Test Driver,Street,Undesirable motion plan violating traffic signal,Thursday,May
APPLE INC.,AVT030,2021-05-27 00:00:00,2T2BGMCA2HC012521,No,Yes,Test Driver,Street,Motion plan exceeded speed limit,Thursday,May
APPLE INC.,AVT030,2021-05-28 00:00:00,2T2BGMCA2HC012521,No,Yes,Test Driver,Street,Undesirable motion plan violating traffic signal,Friday,May
APPLE INC.,AVT030,2021-06-01 00:00:00,2T2BGMCA2HC020151,No,Yes,Test Driver,Street,Incorrect perception led to undesirable motion plan,Tuesday,June
APPLE INC.,AVT030,2021-06-02 00:00:00,2T2BGMCA2HC012521,No,Yes,AV System,Street,Hardware diagnostic detected hardware health issue,Wednesday,June
APPLE INC.,AVT030,2021-06-04 00:00:00,2T2BGMCA2HC020151,No,Yes,Test Driver,Street,Motion planning unable to produce valid trajectory,Friday,June
APPLE INC.,AVT030,2021-06-08 00:00:00,2T2BGMCA8GC003823,No,Yes,Test Driver,Street,Incorrect perception led to undesirable motion plan,Tuesday,June
APPLE INC.,AVT030,2021-06-08 00:00:00,2T2BGMCA8GC003823,No,Yes,AV System,Street,Hardware diagnostic caused software kickout,Tuesday,June
APPLE INC.,AVT030,2021-06-08 00:00:00,2T2BGMCA8GC003823,No,Yes,Test Driver,Street,Incorrect prediction led to undesirable motion plan,Tuesday,June
APPLE INC.,AVT030,2021-06-11 00:00:00,2T2BGMCA2HC012521,No,Yes,Test Driver,Street,Incorrect perception led to undesirable motion plan,Friday,June
APPLE INC.,AVT030,2021-06-14 00:00:00,2T2BGMCA2HC020151,No,Yes,Test Driver,Street,Incorrect prediction led to undesirable motion plan,Monday,June
APPLE INC.,AVT030,2021-06-14 00:00:00,2T2BGMCA2HC020151,No,Yes,Test Driver,Street,Incorrect perception of traffic signal led to undesirable motion plan,Monday,June
APPLE INC.,AVT030,2021-06-14 00:00:00,2T2BGMCA2HC020151,No,Yes,Test Driver,Street,Motion plan exceeded speed limit,Monday,June
APPLE INC.,AVT030,2021-06-15 00:00:00,2T2BGMCA8GC003823,No,Yes,AV System,Street,Hardware diagnostic caused software kickout,Tuesday,June
APPLE INC.,AVT030,2021-06-16 00:00:00,2T2BGMCA2HC012521,No,Yes,Test Driver,Street,Incorrect perception led to undesirable motion plan,Wednesday,June
APPLE INC.,AVT030,2021-06-16 00:00:00,2T2BGMCA2HC012521,No,Yes,Test Driver,Street,Undesirable motion plan resulted in incorrect vehicle position on roadway,Wednesday,June
APPLE INC.,AVT030,2021-06-17 00:00:00,2T2BGMCA2HC020151,No,Yes,Test Driver,Street,Incorrect prediction led to undesirable motion plan,Thursday,June
APPLE INC.,AVT030,2021-06-17 00:00:00,2T2BGMCA2HC020151,No,Yes,Test Driver,Street,Incorrect perception led to undesirable motion plan,Thursday,June
APPLE INC.,AVT030,2021-06-21 00:00:00,2T2BGMCA2HC012521,No,Yes,Test Driver,Street,Incorrect perception led to undesirable motion plan,Monday,June
APPLE INC.,AVT030,2021-06-21 00:00:00,2T2BGMCA2HC020151,No,Yes,Test Driver,Street,Incorrect perception led to undesirable motion plan,Monday,June
APPLE INC.,AVT030,2021-06-22 00:00:00,2T2BGMCA2HC020151,No,Yes,Test Driver,Street,Incorrect prediction led to undesirable motion plan,Tuesday,June
APPLE INC.,AVT030,2021-06-24 00:00:00,2T2BGMCA2HC020151,No,Yes,AV System,Street,Hardware diagnostic detected hardware health issue,Thursday,June
