Manufacturer,Permit Number,DATE,VIN NUMBER,"VEHICLE IS CAPABLE OF OPERATING WITHOUT A DRIVER
(Yes or No)","DRIVER PRESENT
(Yes or No)","DISENGAGEMENT INITIATED BY
(AV System, Test Driver, Remote Operator, or Passenger)","DISENGAGEMENT
LOCATION
(Interstate, Freeway, Highway, Rural Road, Street, or Parking Facility)",DESCRIPTION OF FACTS CAUSING DISENGAGEMENT,incident_day_of_week,incident_month
AIMOTIVE INC.,AVT036,2022-03-16 11:31:25,4T1B21HK6KU514747,No,Yes,Test driver,Freeway,"The test vehicle could not perform the lane change into the exit lane or merge to highway and could not follow the planned route. Root cause: traffic situation. Conditions: Non-inclement weather, dry roads, no other factors involved.",Wednesday,March
AIMOTIVE INC.,AVT036,2022-03-17 10:27:20,4T1B21HK6KU514747,No,Yes,Test driver,Freeway,"During the lane change the test vehicle could have got too close to another vehicle in the target lane. Root cause:  object detection issue. Conditions: Non-inclement weather, dry roads, no other factors involved.",Thursday,March
AIMOTIVE INC.,AVT036,2022-03-17 10:41:28,4T1B21HK6KU514747,No,Yes,Test driver,Freeway,"During the lane change the test vehicle could have got too close to another vehicle in the target lane. Root cause:  object detection issue. Conditions: Non-inclement weather, dry roads, no other factors involved.",Thursday,March
AIMOTIVE INC.,AVT036,2022-03-17 10:47:46,4T1B21HK6KU514747,No,Yes,Test driver,Freeway,"During the lane change the test vehicle could have got too close to another vehicle in the target lane. Root cause:  object detection issue. Conditions: Non-inclement weather, dry roads, no other factors involved.",Thursday,March
AIMOTIVE INC.,AVT036,2022-03-17 13:28:14,4T1B21HK6KU514747,No,Yes,Test driver,Freeway,"The test vehicle could not perform the lane change into the exit lane or merge to highway and could not follow the planned route. Root cause: traffic situation. Conditions: Non-inclement weather, dry roads, no other factors involved.",Thursday,March
AIMOTIVE INC.,AVT036,2022-03-21 11:01:42,4T1B21HK6KU514747,No,Yes,Test driver,Freeway,"The test vehicle could not perform the lane change into the exit lane or merge to highway and could not follow the planned route. Root cause: traffic situation. Conditions: Non-inclement weather, dry roads, no other factors involved.",Monday,March
AIMOTIVE INC.,AVT036,2022-03-21 11:21:34,4T1B21HK6KU514747,No,Yes,Test driver,Freeway,"The test vehicle could not perform the lane change into the exit lane or merge to highway and could not follow the planned route. Root cause: traffic situation. Conditions: Non-inclement weather, dry roads, no other factors involved.",Monday,March
AIMOTIVE INC.,AVT036,2022-03-22 10:58:00,4T1B21HK6KU514747,No,Yes,Test driver,Freeway,"During the lane change the test vehicle could have got too close to another vehicle in the target lane. Root cause:  object detection issue. Conditions: Non-inclement weather, dry roads, no other factors involved.",Tuesday,March
AIMOTIVE INC.,AVT036,2022-03-22 11:28:44,4T1B21HK6KU514747,No,Yes,Test driver,Freeway,The test vehicle attepted to lane change to shoulder/express lane. Root cause:  lane detection or map issue.,Tuesday,March
AIMOTIVE INC.,AVT036,2022-03-23 10:51:01,4T1B21HK6KU514747,No,Yes,Test driver,Freeway,"During the lane change the test vehicle could have got too close to another vehicle in the target lane. Root cause:  object detection issue. Conditions: Non-inclement weather, dry roads, no other factors involved.",Wednesday,March
AIMOTIVE INC.,AVT036,2022-03-24 10:58:32,4T1B21HK6KU514747,No,Yes,Test driver,Freeway,"During the lane change the test vehicle could have got too close to another vehicle in the target lane. Root cause:  object detection issue. Conditions: Non-inclement weather, dry roads, no other factors involved.",Thursday,March
AIMOTIVE INC.,AVT036,2022-03-24 11:34:58,4T1B21HK6KU514747,No,Yes,Test driver,Freeway,"During the lane change the test vehicle could have got too close to another vehicle in the target lane. Root cause:  object detection issue. Conditions: Non-inclement weather, dry roads, no other factors involved.",Thursday,March
AIMOTIVE INC.,AVT036,2022-03-24 11:51:29,4T1B21HK6KU514747,No,Yes,Test driver,Freeway,"During the lane change the test vehicle could have got too close to another vehicle in the target lane. Root cause:  object detection issue. Conditions: Non-inclement weather, dry roads, no other factors involved.",Thursday,March
AIMOTIVE INC.,AVT036,2022-03-25 10:20:15,4T1B21HK6KU514747,No,Yes,Test driver,Freeway,"During the lane change the test vehicle could have got too close to another vehicle in the target lane. Root cause:  object detection issue. Conditions: Non-inclement weather, dry roads, no other factors involved.",Friday,March
AIMOTIVE INC.,AVT036,2022-03-28 10:55:52,4T1B21HK6KU514747,No,Yes,Test driver,Freeway,"During the lane change the test vehicle could have got too close to another vehicle in the target lane. Root cause:  object detection issue. Conditions: Non-inclement weather, dry roads, no other factors involved.",Monday,March
AIMOTIVE INC.,AVT036,2022-03-29 10:58:35,4T1B21HK6KU514747,No,Yes,Test driver,Freeway,"During the lane change the test vehicle could have got too close to another vehicle in the target lane. Root cause:  object detection issue. Conditions: Non-inclement weather, dry roads, no other factors involved.",Tuesday,March
AIMOTIVE INC.,AVT036,2022-03-29 13:27:57,4T1B21HK6KU514747,No,Yes,Test driver,Freeway,"During the lane change the test vehicle could have got too close to another vehicle in the target lane. Root cause:  object detection issue. Conditions: Non-inclement weather, dry roads, no other factors involved.",Tuesday,March
AIMOTIVE INC.,AVT036,2022-03-30 11:42:43,4T1B21HK6KU514747,No,Yes,Test driver,Freeway,"During the lane change the test vehicle could have got too close to another vehicle in the target lane. Root cause:  object detection issue. Conditions: Non-inclement weather, dry roads, no other factors involved.",Wednesday,March
AIMOTIVE INC.,AVT036,2022-03-30 13:32:05,4T1B21HK6KU514747,No,Yes,Test driver,Freeway,"During the lane change the test vehicle could have got too close to another vehicle in the target lane. Root cause:  object detection issue. Conditions: Non-inclement weather, dry roads, no other factors involved.",Wednesday,March
AIMOTIVE INC.,AVT036,2022-03-30 13:40:16,4T1B21HK6KU514747,No,Yes,Test driver,Freeway,"The test vehicle could not perform the lane change into the exit lane or merge to highway and could not follow the planned route. Root cause: traffic situation. Conditions: Non-inclement weather, dry roads, no other factors involved.",Wednesday,March
AIMOTIVE INC.,AVT036,2022-03-30 13:50:57,4T1B21HK6KU514747,No,Yes,Test driver,Freeway,"During the lane change the test vehicle could have got too close to another vehicle in the target lane. Root cause:  object detection issue. Conditions: Non-inclement weather, dry roads, no other factors involved.",Wednesday,March
AIMOTIVE INC.,AVT036,2022-03-31 10:24:17,4T1B21HK6KU514747,No,Yes,Test driver,Freeway,"During the lane change the test vehicle could have got too close to another vehicle in the target lane. Root cause:  object detection issue. Conditions: Non-inclement weather, dry roads, no other factors involved.",Thursday,March
AIMOTIVE INC.,AVT036,2022-03-31 10:26:53,4T1B21HK6KU514747,No,Yes,Test driver,Freeway,"The test vehicle could not perform the lane change into the exit lane or merge to highway and could not follow the planned route. Root cause: traffic situation. Conditions: Non-inclement weather, dry roads, no other factors involved.",Thursday,March
AIMOTIVE INC.,AVT036,2022-03-31 10:33:35,4T1B21HK6KU514747,No,Yes,Test driver,Freeway,The test vehicle attepted to lane change to shoulder/express lane. Root cause:  lane detection or map issue.,Thursday,March
AIMOTIVE INC.,AVT036,2022-03-31 10:35:08,4T1B21HK6KU514747,No,Yes,Test driver,Freeway,The test vehicle attepted to lane change to shoulder/express lane. Root cause:  lane detection or map issue.,Thursday,March
AIMOTIVE INC.,AVT036,2022-03-31 10:36:59,4T1B21HK6KU514747,No,Yes,Test driver,Freeway,"The test vehicle could not perform the lane change into the exit lane or merge to highway and could not follow the planned route. Root cause: traffic situation. Conditions: Non-inclement weather, dry roads, no other factors involved.",Thursday,March
AIMOTIVE INC.,AVT036,2022-03-31 10:38:18,4T1B21HK6KU514747,No,Yes,Test driver,Freeway,"During the lane change the test vehicle could have got too close to another vehicle in the target lane. Root cause:  object detection issue. Conditions: Non-inclement weather, dry roads, no other factors involved.",Thursday,March
AIMOTIVE INC.,AVT036,2022-03-31 10:38:39,4T1B21HK6KU514747,No,Yes,Test driver,Freeway,The test vehicle attepted to lane change to shoulder/express lane. Root cause:  lane detection or map issue.,Thursday,March
AIMOTIVE INC.,AVT036,2022-03-31 10:41:20,4T1B21HK6KU514747,No,Yes,Test driver,Freeway,"Unnecessary lane change, the test vehicle did not follow the planned route. Root cause: Navigation/Localisation issue. Conditions: Non-inclement weather, dry roads, no other factors involved",Thursday,March
AIMOTIVE INC.,AVT036,2022-03-31 10:50:58,4T1B21HK6KU514747,No,Yes,Test driver,Freeway,"During the lane change the test vehicle could have got too close to another vehicle in the target lane. Root cause:  object detection issue. Conditions: Non-inclement weather, dry roads, no other factors involved.",Thursday,March
AIMOTIVE INC.,AVT036,2022-03-31 11:07:11,4T1B21HK6KU514747,No,Yes,Test driver,Freeway,"During the lane change the test vehicle could have got too close to another vehicle in the target lane. Root cause:  object detection issue. Conditions: Non-inclement weather, dry roads, no other factors involved.",Thursday,March
AIMOTIVE INC.,AVT036,2022-03-31 11:14:03,4T1B21HK6KU514747,No,Yes,Test driver,Freeway,"The SW couldnt perform the manuever safely eg.: possible lane departure, too aggressive lane change manuever. Root cause: lane detection issue. Conditions: Non-inclement weather, dry roads, no other factors involved.",Thursday,March
AIMOTIVE INC.,AVT036,2022-03-31 13:48:59,4T1B21HK6KU514747,No,Yes,Test driver,Freeway,The test vehicle attepted to lane change to shoulder/express lane. Root cause:  lane detection or map issue.,Thursday,March
AIMOTIVE INC.,AVT036,2022-03-31 14:04:55,4T1B21HK6KU514747,No,Yes,Test driver,Freeway,"During the lane change the test vehicle could have got too close to another vehicle in the target lane. Root cause:  object detection issue. Conditions: Non-inclement weather, dry roads, no other factors involved.",Thursday,March
AIMOTIVE INC.,AVT036,2022-04-04 11:07:32,4T1B21HK6KU514747,No,Yes,Test driver,Freeway,The test vehicle attepted to lane change to shoulder/express lane. Root cause:  lane detection or map issue.,Monday,April
AIMOTIVE INC.,AVT036,2022-04-04 11:19:59,4T1B21HK6KU514747,No,Yes,Test driver,Freeway,"Unnecessary lane change, the test vehicle did not follow the planned route. Root cause: Navigation/Localisation issue. Conditions: Non-inclement weather, dry roads, no other factors involved",Monday,April
AIMOTIVE INC.,AVT036,2022-04-06 14:32:14,4T1B21HK6KU514747,No,Yes,Test driver,Freeway,"During the lane change the test vehicle could have got too close to another vehicle in the target lane. Root cause:  object detection issue. Conditions: Non-inclement weather, dry roads, no other factors involved.",Wednesday,April
AIMOTIVE INC.,AVT036,2022-04-07 13:45:58,4T1B21HK6KU514747,No,Yes,Test driver,Freeway,"During the lane change the test vehicle could have got too close to another vehicle in the target lane. Root cause:  object detection issue. Conditions: Non-inclement weather, dry roads, no other factors involved.",Thursday,April
AIMOTIVE INC.,AVT036,2022-04-08 10:37:55,4T1B21HK6KU514747,No,Yes,Test driver,Freeway,"During the lane change the test vehicle could have got too close to another vehicle in the target lane. Root cause:  object detection issue. Conditions: Non-inclement weather, dry roads, no other factors involved.",Friday,April
AIMOTIVE INC.,AVT036,2022-04-08 10:53:26,4T1B21HK6KU514747,No,Yes,Test driver,Freeway,"During the lane change the test vehicle could have got too close to another vehicle in the target lane. Root cause:  object detection issue. Conditions: Non-inclement weather, dry roads, no other factors involved.",Friday,April
AIMOTIVE INC.,AVT036,2022-04-11 10:34:20,4T1B21HK6KU514747,No,Yes,Test driver,Freeway,"During the lane change the test vehicle could have got too close to another vehicle in the target lane. Root cause:  object detection issue. Conditions: Non-inclement weather, dry roads, no other factors involved.",Monday,April
AIMOTIVE INC.,AVT036,2022-04-11 10:43:55,4T1B21HK6KU514747,No,Yes,Test driver,Freeway,The test vehicle attepted to lane change to shoulder/express lane. Root cause:  lane detection or map issue.,Monday,April
AIMOTIVE INC.,AVT036,2022-04-11 10:46:07,4T1B21HK6KU514747,No,Yes,Test driver,Freeway,"During the lane change the test vehicle could have got too close to another vehicle in the target lane. Root cause:  object detection issue. Conditions: Non-inclement weather, dry roads, no other factors involved.",Monday,April
AIMOTIVE INC.,AVT036,2022-04-11 10:54:42,4T1B21HK6KU514747,No,Yes,Test driver,Freeway,"During the lane change the test vehicle could have got too close to another vehicle in the target lane. Root cause:  object detection issue. Conditions: Non-inclement weather, dry roads, no other factors involved.",Monday,April
AIMOTIVE INC.,AVT036,2022-04-11 10:57:15,4T1B21HK6KU514747,No,Yes,Test driver,Freeway,The test vehicle attepted to lane change to shoulder/express lane. Root cause:  lane detection or map issue.,Monday,April
