Manufacturer,Permit Number,DATE,VIN NUMBER,"VEHICLE IS CAPABLE OF OPERATING WITHOUT A DRIVER
(Yes or No)","DRIVER PRESENT
(Yes or No)","DISENGAGEMENT INITIATED BY
(AV System, Test Driver, Remote Operator, or Passenger)","DISENGAGEMENT
LOCATION
(Interstate, Freeway, Highway, Rural Road, Street, or Parking Facility)",DESCRIPTION OF FACTS CAUSING DISENGAGEMENT,
APPLE INC.,AVT030,2/23/2021,2T2BGMCA2HC020151,No,Yes,AV System,Street,Motion control health check caused software kickout,
APPLE INC.,AVT030,2/24/2021,2T2BGMCA0HC019967,No,Yes,AV System,Street,Incorrect prediction led to undesirable motion plan,
APPLE INC.,AVT030,2/24/2021,2T2BGMCA7HC017262,No,Yes,Test Driver,Street,Motion planning unable to produce valid trajectory,
APPLE INC.,AVT030,2/24/2021,2T2BGMCAXHC018082,No,Yes,Test Driver,Street,Incorrect prediction led to undesirable motion plan,
APPLE INC.,AVT030,2/24/2021,2T2BGMCAXHC018082,No,Yes,Test Driver,Street,Motion planning unable to produce valid trajectory,
APPLE INC.,AVT030,2/24/2021,2T2BGMCAXHC018082,No,Yes,Test Driver,Street,Incorrect prediction led to undesirable motion plan,
APPLE INC.,AVT030,2/24/2021,2T2BGMCAXHC018082,No,Yes,Test Driver,Street,Undesirable motion plan did not adequately follow driving etiquette,
APPLE INC.,AVT030,2/24/2021,2T2BGMCAXHC018082,No,Yes,Test Driver,Street,Undesirable motion plan resulted in incorrect vehicle position on roadway,
APPLE INC.,AVT030,2/24/2021,2T2BGMCA7HC017262,No,Yes,Test Driver,Highway,Map discrepancy led to undesirable motion plan,
APPLE INC.,AVT030,2/25/2021,2T2BGMCA0HC019967,No,Yes,Test Driver,Street,Incorrect perception of traffic signal led to undesirable motion plan,
APPLE INC.,AVT030,2/25/2021,2T2BGMCA0HC019967,No,Yes,Test Driver,Street,Incorrect prediction of vehicle caused undesirable motion plan,
APPLE INC.,AVT030,3/1/2021,2T2BGMCA7HC017262,No,Yes,AV System,Street,Motion control health check caused software kickout,
APPLE INC.,AVT030,3/1/2021,2T2BGMCAXHC018082,No,Yes,Test Driver,Street,Incorrect perception of traffic signal led to undesirable motion plan,
APPLE INC.,AVT030,3/1/2021,2T2BGMCA7HC017262,No,Yes,Test Driver,Street,Incorrect prediction of vehicle caused undesirable motion plan,
APPLE INC.,AVT030,3/5/2021,2T2BGMCA2HC020151,No,Yes,Test Driver,Street,Incorrect prediction led to undesirable motion plan,
APPLE INC.,AVT030,3/8/2021,2T2BGMCA2HC020151,No,Yes,AV System,Street,Motion control health check caused software kickout,
APPLE INC.,AVT030,3/9/2021,2T2BGMCA0HC019967,No,Yes,Test Driver,Highway,Map discrepancy led to undesirable motion plan,
APPLE INC.,AVT030,3/15/2021,2T2BGMCA5HC019737,No,Yes,AV System,Street,Motion control health check caused software kickout,
APPLE INC.,AVT030,3/15/2021,2T2BGMCA5HC019737,No,Yes,AV System,Street,Motion control health check caused software kickout,
APPLE INC.,AVT030,3/17/2021,2T2BGMCA2HC020151,No,Yes,AV System,Street,Motion control health check caused software kickout,
APPLE INC.,AVT030,3/19/2021,2T2BGMCA0HC019967,No,Yes,AV System,Street,Motion control health check caused software kickout,
APPLE INC.,AVT030,3/22/2021,2T2BGMCA8GC008424,No,Yes,AV System,Highway,Hardware diagnostic detected hardware health issue,
APPLE INC.,AVT030,3/23/2021,2T2BGMCA7HC017262,No,Yes,Test Driver,Street,Map discrepancy led to undesirable motion plan,
APPLE INC.,AVT030,3/23/2021,2T2BGMCA7HC017262,No,Yes,Test Driver,Street,Incorrect prediction of parked vehicle caused undesirable motion plan,
APPLE INC.,AVT030,3/23/2021,2T2BGMCA2HC020151,No,Yes,Test Driver,Street,Map discrepancy led to undesirable motion plan,
APPLE INC.,AVT030,3/24/2021,2T2BGMCA7HC017262,No,Yes,Test Driver,Street,Incorrect prediction of vehicle caused undesirable motion plan,
APPLE INC.,AVT030,3/26/2021,2T2BGMCA6GC007983,No,Yes,AV System,Street,Hardware diagnostic detected hardware health issue,
APPLE INC.,AVT030,3/26/2021,2T2BGMCA3GC007861,No,Yes,AV System,Street,Hardware diagnostic detected hardware health issue,
APPLE INC.,AVT030,3/26/2021,2T2BGMCA6GC007983,No,Yes,AV System,Street,Hardware diagnostic detected hardware health issue,
APPLE INC.,AVT030,3/29/2021,2T2BGMCA6GC007983,No,Yes,AV System,Street,Hardware diagnostic detected hardware health issue,
APPLE INC.,AVT030,3/29/2021,2T2BGMCA6GC007983,No,Yes,AV System,Street,Hardware diagnostic detected hardware health issue,
APPLE INC.,AVT030,3/29/2021,2T2BGMCA6GC007983,No,Yes,AV System,Street,Hardware diagnostic detected hardware health issue,
APPLE INC.,AVT030,3/29/2021,2T2BGMCA6GC007983,No,Yes,AV System,Street,Hardware diagnostic detected hardware health issue,
APPLE INC.,AVT030,3/29/2021,2T2BGMCA6GC007983,No,Yes,AV System,Street,Hardware diagnostic detected hardware health issue,
APPLE INC.,AVT030,3/29/2021,2T2BGMCA6GC007983,No,Yes,AV System,Street,Hardware diagnostic detected hardware health issue,
APPLE INC.,AVT030,3/29/2021,2T2BGMCA6GC007983,No,Yes,AV System,Street,Hardware diagnostic detected hardware health issue,
APPLE INC.,AVT030,3/29/2021,2T2BGMCA6GC007983,No,Yes,AV System,Street,Hardware diagnostic detected hardware health issue,
APPLE INC.,AVT030,3/29/2021,2T2BGMCA6GC007983,No,Yes,AV System,Street,Hardware diagnostic detected hardware health issue,
APPLE INC.,AVT030,3/29/2021,2T2BGMCA6GC007983,No,Yes,AV System,Street,Hardware diagnostic detected hardware health issue,
APPLE INC.,AVT030,3/29/2021,2T2BGMCA6GC007983,No,Yes,AV System,Street,Hardware diagnostic detected hardware health issue,
APPLE INC.,AVT030,3/29/2021,2T2BGMCA6GC007983,No,Yes,AV System,Street,Hardware diagnostic detected hardware health issue,
APPLE INC.,AVT030,3/29/2021,2T2BGMCA6GC007983,No,Yes,AV System,Street,Hardware diagnostic detected hardware health issue,
APPLE INC.,AVT030,4/5/2021,2T2BGMCA2HC020151,No,Yes,Test Driver,Street,Incorrect perception led to undesirable motion plan,
APPLE INC.,AVT030,4/12/2021,2T2BGMCA2HC019338,No,Yes,Test Driver,Street,Motion planning unable to produce valid trajectory,
APPLE INC.,AVT030,4/19/2021,2T2BGMCA2HC020151,No,Yes,Test Driver,Street,Incorrect perception of traffic signal led to undesirable motion plan,
APPLE INC.,AVT030,4/20/2021,2T2BGMCA2HC020151,No,Yes,AV System,Street,Hardware diagnostic detected hardware health issue,
APPLE INC.,AVT030,4/22/2021,2T2BGMCA2HC020151,No,Yes,AV System,Street,Hardware diagnostic detected hardware health issue,
APPLE INC.,AVT030,4/29/2021,2T2BGMCA2HC020151,No,Yes,AV System,Street,Hardware diagnostic detected hardware health issue,
APPLE INC.,AVT030,4/29/2021,2T2BGMCA2HC020151,No,Yes,Test Driver,Street,Safety driver discomfort due to selected motion plan,
APPLE INC.,AVT030,5/7/2021,2T2BGMCA2HC012521,No,Yes,Test Driver,Street,Incorrect perception of traffic signal led to undesirable motion plan,
APPLE INC.,AVT030,5/11/2021,2T2BGMCA2HC012521,No,Yes,Test Driver,Street,Incorrect perception led to undesirable motion plan,
APPLE INC.,AVT030,5/12/2021,2T2BGMCA2HC020151,No,Yes,AV System,Street,Hardware diagnostic detected hardware health issue,
APPLE INC.,AVT030,5/12/2021,2T2BGMCA2HC012521,No,Yes,Test Driver,Street,Incorrect perception of traffic signal led to undesirable motion plan,
APPLE INC.,AVT030,5/13/2021,2T2BGMCA2HC012521,No,Yes,Test Driver,Street,Undesirable motion plan resulted in incorrect vehicle position on roadway,
APPLE INC.,AVT030,5/13/2021,2T2BGMCA2HC020151,No,Yes,Test Driver,Street,Hardware diagnostic caused software kickout,
APPLE INC.,AVT030,5/17/2021,2T2BGMCA2HC020151,No,Yes,AV System,Street,Hardware diagnostic caused software kickout,
APPLE INC.,AVT030,5/20/2021,2T2BGMCA1HC014096,No,Yes,AV System,Street,Hardware diagnostic caused software kickout,
APPLE INC.,AVT030,5/27/2021,2T2BGMCAXHC020026,No,Yes,AV System,Street,Hardware diagnostic caused software kickout,
APPLE INC.,AVT030,5/27/2021,2T2BGMCA2HC012521,No,Yes,Test Driver,Street,Undesirable motion plan violating traffic signal,
APPLE INC.,AVT030,5/27/2021,2T2BGMCA2HC012521,No,Yes,Test Driver,Street,Motion plan exceeded speed limit,
APPLE INC.,AVT030,5/28/2021,2T2BGMCA2HC012521,No,Yes,Test Driver,Street,Undesirable motion plan violating traffic signal,
APPLE INC.,AVT030,6/1/2021,2T2BGMCA2HC020151,No,Yes,Test Driver,Street,Incorrect perception led to undesirable motion plan,
APPLE INC.,AVT030,6/2/2021,2T2BGMCA2HC012521,No,Yes,AV System,Street,Hardware diagnostic detected hardware health issue,
APPLE INC.,AVT030,6/4/2021,2T2BGMCA2HC020151,No,Yes,Test Driver,Street,Motion planning unable to produce valid trajectory,
APPLE INC.,AVT030,6/8/2021,2T2BGMCA8GC003823,No,Yes,Test Driver,Street,Incorrect perception led to undesirable motion plan,
APPLE INC.,AVT030,6/8/2021,2T2BGMCA8GC003823,No,Yes,AV System,Street,Hardware diagnostic caused software kickout,
APPLE INC.,AVT030,6/8/2021,2T2BGMCA8GC003823,No,Yes,Test Driver,Street,Incorrect prediction led to undesirable motion plan,
APPLE INC.,AVT030,6/11/2021,2T2BGMCA2HC012521,No,Yes,Test Driver,Street,Incorrect perception led to undesirable motion plan,
APPLE INC.,AVT030,6/14/2021,2T2BGMCA2HC020151,No,Yes,Test Driver,Street,Incorrect prediction led to undesirable motion plan,
APPLE INC.,AVT030,6/14/2021,2T2BGMCA2HC020151,No,Yes,Test Driver,Street,Incorrect perception of traffic signal led to undesirable motion plan,
APPLE INC.,AVT030,6/14/2021,2T2BGMCA2HC020151,No,Yes,Test Driver,Street,Motion plan exceeded speed limit,
APPLE INC.,AVT030,6/15/2021,2T2BGMCA8GC003823,No,Yes,AV System,Street,Hardware diagnostic caused software kickout,
APPLE INC.,AVT030,6/16/2021,2T2BGMCA2HC012521,No,Yes,Test Driver,Street,Incorrect perception led to undesirable motion plan,
APPLE INC.,AVT030,6/16/2021,2T2BGMCA2HC012521,No,Yes,Test Driver,Street,Undesirable motion plan resulted in incorrect vehicle position on roadway,
APPLE INC.,AVT030,6/17/2021,2T2BGMCA2HC020151,No,Yes,Test Driver,Street,Incorrect prediction led to undesirable motion plan,
APPLE INC.,AVT030,6/17/2021,2T2BGMCA2HC020151,No,Yes,Test Driver,Street,Incorrect perception led to undesirable motion plan,
APPLE INC.,AVT030,6/21/2021,2T2BGMCA2HC012521,No,Yes,Test Driver,Street,Incorrect perception led to undesirable motion plan,
APPLE INC.,AVT030,6/21/2021,2T2BGMCA2HC020151,No,Yes,Test Driver,Street,Incorrect perception led to undesirable motion plan,
APPLE INC.,AVT030,6/22/2021,2T2BGMCA2HC020151,No,Yes,Test Driver,Street,Incorrect prediction led to undesirable motion plan,
APPLE INC.,AVT030,6/24/2021,2T2BGMCA2HC020151,No,Yes,AV System,Street,Hardware diagnostic detected hardware health issue,
APPLE INC.,AVT030,6/25/2021,2T2BGMCA2HC020151,No,Yes,Test Driver,Street,Incorrect prediction of vehicle caused undesirable motion plan,
APPLE INC.,AVT030,6/28/2021,2T2BGMCA2HC012521,No,Yes,Test Driver,Street,Incorrect perception led to undesirable motion plan,
APPLE INC.,AVT030,6/29/2021,2T2BGMCA2HC012521,No,Yes,Test Driver,Street,Incorrect perception of traffic signal led to undesirable motion plan,
APPLE INC.,AVT030,6/30/2021,2T2BGMCA2HC020151,No,Yes,Test Driver,Street,Incorrect perception led to undesirable motion plan,
APPLE INC.,AVT030,7/1/2021,2T2BGMCA2HC012521,No,Yes,Test Driver,Street,Undesirable motion plan violating traffic signal,
APPLE INC.,AVT030,7/6/2021,2T2BGMCA5HC019818,No,Yes,Test Driver,Highway,Undesirable motion plan resulted in incorrect vehicle position on roadway,
APPLE INC.,AVT030,7/6/2021,2T2BGMCA5HC019818,No,Yes,Test Driver,Highway,Incorrect prediction led to undesirable motion plan,
APPLE INC.,AVT030,7/6/2021,2T2BGMCA5HC019818,No,Yes,Test Driver,Highway,Undesirable motion plan resulted in incorrect vehicle position on roadway,
APPLE INC.,AVT030,7/6/2021,2T2BGMCA5HC019818,No,Yes,Test Driver,Highway,Undesirable motion plan resulted in incorrect vehicle position on roadway,
APPLE INC.,AVT030,7/6/2021,2T2BGMCA5HC019818,No,Yes,Test Driver,Highway,Undesirable motion plan did not adequately follow driving etiquette,
APPLE INC.,AVT030,7/6/2021,2T2BGMCA5HC019818,No,Yes,Test Driver,Street,Motion planning unable to produce valid trajectory,
APPLE INC.,AVT030,7/6/2021,2T2BGMCA5HC019818,No,Yes,Test Driver,Highway,Incorrect perception led to undesirable motion plan,
APPLE INC.,AVT030,7/6/2021,2T2BGMCA5HC019818,No,Yes,Test Driver,Street,Incorrect perception of traffic signal led to undesirable motion plan,
APPLE INC.,AVT030,7/6/2021,2T2BGMCA5HC019818,No,Yes,Test Driver,Street,Incorrect perception led to undesirable motion plan,
APPLE INC.,AVT030,7/6/2021,2T2BGMCA5HC019818,No,Yes,Test Driver,Street,Incorrect perception led to undesirable motion plan,
APPLE INC.,AVT030,7/6/2021,2T2BGMCA5HC019818,No,Yes,Test Driver,Street,Incorrect prediction led to undesirable motion plan,
APPLE INC.,AVT030,7/6/2021,2T2BGMCA5HC019818,No,Yes,Test Driver,Street,Motion planning unable to produce valid trajectory,
APPLE INC.,AVT030,7/6/2021,2T2BGMCA5HC019818,No,Yes,Test Driver,Highway,Incorrect prediction of vehicle caused undesirable motion plan,
APPLE INC.,AVT030,7/6/2021,2T2BGMCA5HC019818,No,Yes,Test Driver,Street,Incorrect perception of traffic signal led to undesirable motion plan,
APPLE INC.,AVT030,7/6/2021,2T2BGMCA5HC019818,No,Yes,Test Driver,Street,Incorrect perception led to undesirable motion plan,
APPLE INC.,AVT030,7/6/2021,2T2BGMCA5HC019818,No,Yes,Test Driver,Street,Undesirable motion plan resulted in incorrect vehicle position on roadway,
APPLE INC.,AVT030,7/7/2021,2T2BGMCA5HC019737,No,Yes,Test Driver,Street,Incorrect prediction of vehicle caused undesirable motion plan,
APPLE INC.,AVT030,7/8/2021,2T2BGMCA5HC019737,No,Yes,Test Driver,Street,Motion planning unable to produce valid trajectory,
APPLE INC.,AVT030,7/9/2021,2T2BGMCA2HC012521,No,Yes,Test Driver,Street,Incorrect perception led to undesirable motion plan,
APPLE INC.,AVT030,7/9/2021,2T2BGMCA2HC012521,No,Yes,Test Driver,Street,Incorrect perception led to undesirable motion plan,
APPLE INC.,AVT030,7/9/2021,2T2BGMCA2HC012521,No,Yes,Test Driver,Street,Incorrect perception led to undesirable motion plan,
APPLE INC.,AVT030,7/9/2021,2T2BGMCA2HC012521,No,Yes,Test Driver,Street,Incorrect perception led to undesirable motion plan,
APPLE INC.,AVT030,7/9/2021,2T2BGMCA2HC012521,No,Yes,Test Driver,Street,Incorrect perception led to undesirable motion plan,
APPLE INC.,AVT030,7/9/2021,2T2BGMCA2HC012521,No,Yes,Test Driver,Street,Incorrect perception led to undesirable motion plan,
APPLE INC.,AVT030,7/9/2021,2T2BGMCA2HC012521,No,Yes,Test Driver,Street,Incorrect perception led to undesirable motion plan,
APPLE INC.,AVT030,7/14/2021,2T2BGMCA2HC012521,No,Yes,AV System,Street,Hardware diagnostic caused software kickout,
APPLE INC.,AVT030,7/16/2021,2T2BGMCA2HC012521,No,Yes,AV System,Street,Hardware diagnostic caused software kickout,
APPLE INC.,AVT030,7/20/2021,2T2BGMCA9HC019532,No,Yes,Test Driver,Street,Incorrect perception led to undesirable motion plan,
APPLE INC.,AVT030,7/20/2021,2T2BGMCA2HC012521,No,Yes,Test Driver,Street,Incorrect perception led to undesirable motion plan,
APPLE INC.,AVT030,7/21/2021,2T2BGMCA9HC019532,No,Yes,Test Driver,Street,Incorrect perception led to undesirable motion plan,
